county_fips,media_market
42111,"Johnstown-Altoona, PA"
42113,"Wilkes Barre-Scranton, PA"
42115,"Wilkes Barre-Scranton, PA"
42117,"Elmira, NY"
42119,"Wilkes Barre-Scranton, PA"
42121,"Pittsburgh, PA"
42123,"Erie, PA"
42125,"Pittsburgh, PA"
42127,"Wilkes Barre-Scranton, PA"
42129,"Pittsburgh, PA"
42131,"Wilkes Barre-Scranton, PA"
42133,"Harrisburg-Lancaster-Lebanon-York, PA"
44001,"Providence, RI-New Bedford, MA"
44003,"Providence, RI-New Bedford, MA"
44005,"Providence, RI-New Bedford, MA"
44007,"Providence, RI-New Bedford, MA"
44009,"Providence, RI-New Bedford, MA"
45001,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45003,"Augusta, GA"
45005,"Augusta, GA"
45007,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45009,"Augusta, GA"
45011,"Augusta, GA"
45013,"Savannah, GA"
45015,"Charleston, SC"
45017,"Columbia, SC"
45019,"Charleston, SC"
45021,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45023,"Charlotte, NC"
45025,"Charlotte, NC"
45027,"Columbia, SC"
45029,"Charleston, SC"
45031,"Myrtle Beach-Florence, SC"
45033,"Myrtle Beach-Florence, SC"
45035,"Charleston, SC"
45037,"Augusta, GA"
45039,"Columbia, SC"
45041,"Myrtle Beach-Florence, SC"
45043,"Charleston, SC"
45045,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45047,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45049,"Savannah, GA"
45051,"Myrtle Beach-Florence, SC"
45053,"Savannah, GA"
45055,"Columbia, SC"
45057,"Charlotte, NC"
45059,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45061,"Columbia, SC"
45063,"Columbia, SC"
45065,"Augusta, GA"
45067,"Myrtle Beach-Florence, SC"
45069,"Myrtle Beach-Florence, SC"
45071,"Columbia, SC"
45073,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45075,"Columbia, SC"
45077,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45079,"Columbia, SC"
45081,"Augusta, GA"
45083,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45085,"Columbia, SC"
45087,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
45089,"Charleston, SC"
45091,"Charlotte, NC"
46003,"Sioux Falls (Mitchell), SD"
46005,"Sioux Falls (Mitchell), SD"
46007,"Rapid City, SD"
46009,"Sioux Falls (Mitchell), SD"
46011,"Sioux Falls (Mitchell), SD"
46013,"Sioux Falls (Mitchell), SD"
46015,"Sioux Falls (Mitchell), SD"
46017,"Sioux Falls (Mitchell), SD"
46019,"Rapid City, SD"
46021,"Minot-Bismarck-Dickinson(Williston), ND"
46023,"Sioux Falls (Mitchell), SD"
46025,"Sioux Falls (Mitchell), SD"
46027,"Sioux Falls (Mitchell), SD"
46029,"Sioux Falls (Mitchell), SD"
46031,"Minot-Bismarck-Dickinson(Williston), ND"
46033,"Rapid City, SD"
46035,"Sioux Falls (Mitchell), SD"
46037,"Sioux Falls (Mitchell), SD"
46039,"Sioux Falls (Mitchell), SD"
46041,"Minot-Bismarck-Dickinson(Williston), ND"
46043,"Sioux Falls (Mitchell), SD"
46045,"Sioux Falls (Mitchell), SD"
46047,"Rapid City, SD"
46049,"Sioux Falls (Mitchell), SD"
46051,"Sioux Falls (Mitchell), SD"
46053,"Sioux Falls (Mitchell), SD"
46055,"Rapid City, SD"
46057,"Sioux Falls (Mitchell), SD"
46059,"Sioux Falls (Mitchell), SD"
46061,"Sioux Falls (Mitchell), SD"
46063,"Rapid City, SD"
46065,"Sioux Falls (Mitchell), SD"
46067,"Sioux Falls (Mitchell), SD"
46069,"Sioux Falls (Mitchell), SD"
46071,"Rapid City, SD"
46073,"Sioux Falls (Mitchell), SD"
46075,"Sioux Falls (Mitchell), SD"
46077,"Sioux Falls (Mitchell), SD"
46079,"Sioux Falls (Mitchell), SD"
46081,"Rapid City, SD"
46083,"Sioux Falls (Mitchell), SD"
46085,"Sioux Falls (Mitchell), SD"
46087,"Sioux Falls (Mitchell), SD"
46089,"Sioux Falls (Mitchell), SD"
46091,"Sioux Falls (Mitchell), SD"
46093,"Rapid City, SD"
46095,"Sioux Falls (Mitchell), SD"
46097,"Sioux Falls (Mitchell), SD"
46099,"Sioux Falls (Mitchell), SD"
46101,"Sioux Falls (Mitchell), SD"
46103,"Rapid City, SD"
46105,"Minot-Bismarck-Dickinson(Williston), ND"
46107,"Sioux Falls (Mitchell), SD"
46109,"Sioux Falls (Mitchell), SD"
46111,"Sioux Falls (Mitchell), SD"
46115,"Sioux Falls (Mitchell), SD"
46117,"Sioux Falls (Mitchell), SD"
46119,"Sioux Falls (Mitchell), SD"
46121,"Sioux Falls (Mitchell), SD"
46123,"Sioux Falls (Mitchell), SD"
46125,"Sioux Falls (Mitchell), SD"
46127,"Sioux City, IA"
46129,"Sioux Falls (Mitchell), SD"
46135,"Sioux Falls (Mitchell), SD"
46137,"Rapid City, SD"
47001,"Knoxville, TN"
47003,"Nashville, TN"
47005,"Nashville, TN"
47007,"Chattanooga, TN"
47009,"Knoxville, TN"
47011,"Chattanooga, TN"
47013,"Knoxville, TN"
47015,"Nashville, TN"
47017,"Jackson, TN"
47019,"Tri-Cities, TN-VA"
47021,"Nashville, TN"
47023,"Memphis, TN"
47025,"Knoxville, TN"
47027,"Nashville, TN"
47029,"Knoxville, TN"
47031,"Nashville, TN"
47033,"Memphis, TN"
47035,"Knoxville, TN"
47037,"Nashville, TN"
47039,"Nashville, TN"
47041,"Nashville, TN"
47043,"Nashville, TN"
47045,"Memphis, TN"
47047,"Memphis, TN"
47049,"Knoxville, TN"
47051,"Nashville, TN"
47053,"Memphis, TN"
47055,"Nashville, TN"
47057,"Knoxville, TN"
47059,"Tri-Cities, TN-VA"
47061,"Chattanooga, TN"
47063,"Knoxville, TN"
47065,"Chattanooga, TN"
47067,"Knoxville, TN"
47069,"Memphis, TN"
47071,"Jackson, TN"
47073,"Tri-Cities, TN-VA"
47075,"Memphis, TN"
47077,"Jackson, TN"
47079,"Nashville, TN"
47081,"Nashville, TN"
47083,"Nashville, TN"
47085,"Nashville, TN"
47087,"Nashville, TN"
47089,"Knoxville, TN"
47091,"Tri-Cities, TN-VA"
47093,"Knoxville, TN"
47095,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
47097,"Memphis, TN"
47099,"Nashville, TN"
47101,"Nashville, TN"
47103,"Huntsville-Decatur (Florence), AL"
47105,"Knoxville, TN"
47107,"Chattanooga, TN"
47109,"Memphis, TN"
47111,"Nashville, TN"
47113,"Jackson, TN"
47115,"Chattanooga, TN"
47117,"Nashville, TN"
47119,"Nashville, TN"
47121,"Chattanooga, TN"
47123,"Knoxville, TN"
47125,"Nashville, TN"
47127,"Nashville, TN"
47129,"Knoxville, TN"
47131,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
47133,"Nashville, TN"
47135,"Nashville, TN"
47137,"Nashville, TN"
47139,"Chattanooga, TN"
47141,"Nashville, TN"
47143,"Chattanooga, TN"
47145,"Knoxville, TN"
47147,"Nashville, TN"
47149,"Nashville, TN"
47151,"Knoxville, TN"
47153,"Chattanooga, TN"
47155,"Knoxville, TN"
47157,"Memphis, TN"
47159,"Nashville, TN"
47161,"Nashville, TN"
47163,"Tri-Cities, TN-VA"
47165,"Nashville, TN"
47167,"Memphis, TN"
47169,"Nashville, TN"
47171,"Tri-Cities, TN-VA"
47173,"Knoxville, TN"
47175,"Nashville, TN"
47177,"Nashville, TN"
47179,"Tri-Cities, TN-VA"
47181,"Huntsville-Decatur (Florence), AL"
47183,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
47185,"Nashville, TN"
47187,"Nashville, TN"
47189,"Nashville, TN"
48001,"Dallas-Ft. Worth, TX"
48003,"Odessa-Midland, TX"
48005,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48007,"Corpus Christi, TX"
48009,"Wichita-Hutchinson, KS Plus"
48011,"Amarillo, TX"
48013,"San Antonio, TX"
48015,"Houston, TX"
48017,"Lubbock, TX"
48019,"San Antonio, TX"
48021,"Austin, TX"
48023,"Wichita-Hutchinson, KS Plus"
48025,"Corpus Christi, TX"
48027,"Waco-Temple-Bryan, TX"
48029,"San Antonio, TX"
48031,"Austin, TX"
48033,"Lubbock, TX"
48035,"Dallas-Ft. Worth, TX"
48037,"Shreveport, LA"
48039,"Houston, TX"
48041,"Waco-Temple-Bryan, TX"
48043,"Odessa-Midland, TX"
48045,"Amarillo, TX"
48047,"Corpus Christi, TX"
48049,"Abilene-Sweetwater, TX"
48051,"Waco-Temple-Bryan, TX"
48053,"Austin, TX"
48055,"Austin, TX"
48057,"Houston, TX"
48059,"Abilene-Sweetwater, TX"
48061,"Harlingen-Weslaco-Brownsville-McAllen, TX"
48063,"Shreveport, LA"
48065,"Amarillo, TX"
48067,"Shreveport, LA"
48069,"Amarillo, TX"
48071,"Houston, TX"
48073,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48075,"Amarillo, TX"
48077,"Wichita-Hutchinson, KS Plus"
48079,"Lubbock, TX"
48081,"San Angelo, TX"
48083,"Abilene-Sweetwater, TX"
48085,"Dallas-Ft. Worth, TX"
48087,"Amarillo, TX"
48089,"Houston, TX"
48091,"San Antonio, TX"
48093,"Dallas-Ft. Worth, TX"
48095,"San Angelo, TX"
48097,"Dallas-Ft. Worth, TX"
48099,"Waco-Temple-Bryan, TX"
48101,"Amarillo, TX"
48103,"Odessa-Midland, TX"
48105,"San Angelo, TX"
48107,"Lubbock, TX"
48109,"El Paso, TX"
48111,"Amarillo, TX"
48113,"Dallas-Ft. Worth, TX"
48115,"Lubbock, TX"
48117,"Amarillo, TX"
48119,"Dallas-Ft. Worth, TX"
48121,"Dallas-Ft. Worth, TX"
48123,"San Antonio, TX"
48125,"Lubbock, TX"
48127,"San Antonio, TX"
48129,"Amarillo, TX"
48131,"Corpus Christi, TX"
48133,"Abilene-Sweetwater, TX"
48135,"Odessa-Midland, TX"
48137,"San Antonio, TX"
48139,"Dallas-Ft. Worth, TX"
48141,"El Paso, TX"
48143,"Dallas-Ft. Worth, TX"
48145,"Waco-Temple-Bryan, TX"
48147,"Dallas-Ft. Worth, TX"
48149,"Austin, TX"
48151,"Abilene-Sweetwater, TX"
48153,"Lubbock, TX"
48155,"Wichita-Hutchinson, KS Plus"
48157,"Houston, TX"
48159,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48161,"Dallas-Ft. Worth, TX"
48163,"San Antonio, TX"
48165,"Lubbock, TX"
48167,"Houston, TX"
48169,"Lubbock, TX"
48171,"San Antonio, TX"
48173,"Odessa-Midland, TX"
48175,"San Antonio, TX"
48177,"San Antonio, TX"
48179,"Amarillo, TX"
48181,"Sherman, TX-Ada, OK"
48183,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48185,"Houston, TX"
48187,"San Antonio, TX"
48189,"Lubbock, TX"
48191,"Amarillo, TX"
48193,"Dallas-Ft. Worth, TX"
48195,"Amarillo, TX"
48197,"Wichita-Hutchinson, KS Plus"
48199,"Beaumont-Port Arthur, TX"
48201,"Houston, TX"
48203,"Shreveport, LA"
48205,"Amarillo, TX"
48207,"Abilene-Sweetwater, TX"
48209,"Austin, TX"
48211,"Amarillo, TX"
48213,"Dallas-Ft. Worth, TX"
48215,"Harlingen-Weslaco-Brownsville-McAllen, TX"
48217,"Dallas-Ft. Worth, TX"
48219,"Lubbock, TX"
48221,"Dallas-Ft. Worth, TX"
48223,"Dallas-Ft. Worth, TX"
48225,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48227,"Odessa-Midland, TX"
48229,"El Paso, TX"
48231,"Dallas-Ft. Worth, TX"
48233,"Amarillo, TX"
48235,"San Angelo, TX"
48237,"Dallas-Ft. Worth, TX"
48239,"Houston, TX"
48241,"Beaumont-Port Arthur, TX"
48243,"Odessa-Midland, TX"
48245,"Beaumont-Port Arthur, TX"
48247,"Corpus Christi, TX"
48249,"Corpus Christi, TX"
48251,"Dallas-Ft. Worth, TX"
48253,"Abilene-Sweetwater, TX"
48255,"San Antonio, TX"
48257,"Dallas-Ft. Worth, TX"
48259,"San Antonio, TX"
48261,"Corpus Christi, TX"
48263,"Lubbock, TX"
48265,"San Antonio, TX"
48267,"San Angelo, TX"
48269,"Wichita-Hutchinson, KS Plus"
48271,"San Antonio, TX"
48273,"Corpus Christi, TX"
48275,"Wichita-Hutchinson, KS Plus"
48277,"Dallas-Ft. Worth, TX"
48279,"Lubbock, TX"
48281,"Waco-Temple-Bryan, TX"
48283,"San Antonio, TX"
48285,"San Antonio, TX"
48287,"Austin, TX"
48289,"Waco-Temple-Bryan, TX"
48291,"Houston, TX"
48293,"Waco-Temple-Bryan, TX"
48295,"Amarillo, TX"
48297,"Corpus Christi, TX"
48299,"Austin, TX"
48301,"Odessa-Midland, TX"
48303,"Lubbock, TX"
48305,"Lubbock, TX"
48307,"San Angelo, TX"
48309,"Waco-Temple-Bryan, TX"
48311,"San Antonio, TX"
48313,"Waco-Temple-Bryan, TX"
48315,"Shreveport, LA"
48317,"Odessa-Midland, TX"
48319,"Austin, TX"
48321,"Houston, TX"
48323,"San Antonio, TX"
48325,"San Antonio, TX"
48327,"San Angelo, TX"
48329,"Odessa-Midland, TX"
48331,"Waco-Temple-Bryan, TX"
48333,"Waco-Temple-Bryan, TX"
48335,"Abilene-Sweetwater, TX"
48337,"Dallas-Ft. Worth, TX"
48339,"Houston, TX"
48341,"Amarillo, TX"
48343,"Shreveport, LA"
48345,"Lubbock, TX"
48347,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48349,"Dallas-Ft. Worth, TX"
48351,"Beaumont-Port Arthur, TX"
48353,"Abilene-Sweetwater, TX"
48355,"Corpus Christi, TX"
48357,"Amarillo, TX"
48359,"Amarillo, TX"
48361,"Beaumont-Port Arthur, TX"
48363,"Dallas-Ft. Worth, TX"
48365,"Shreveport, LA"
48367,"Dallas-Ft. Worth, TX"
48369,"Amarillo, TX"
48371,"Odessa-Midland, TX"
48373,"Houston, TX"
48375,"Amarillo, TX"
48377,"Odessa-Midland, TX"
48379,"Dallas-Ft. Worth, TX"
48381,"Amarillo, TX"
48383,"Odessa-Midland, TX"
48385,"San Antonio, TX"
48387,"Shreveport, LA"
48389,"Odessa-Midland, TX"
48391,"Corpus Christi, TX"
48393,"Amarillo, TX"
48395,"Waco-Temple-Bryan, TX"
48397,"Dallas-Ft. Worth, TX"
48399,"Abilene-Sweetwater, TX"
48401,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48403,"Shreveport, LA"
48405,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48407,"Houston, TX"
48409,"Corpus Christi, TX"
48411,"Waco-Temple-Bryan, TX"
48413,"San Angelo, TX"
48415,"Abilene-Sweetwater, TX"
48417,"Abilene-Sweetwater, TX"
48419,"Shreveport, LA"
48421,"Amarillo, TX"
48423,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48425,"Dallas-Ft. Worth, TX"
48427,"Harlingen-Weslaco-Brownsville-McAllen, TX"
48429,"Abilene-Sweetwater, TX"
48431,"San Angelo, TX"
48433,"Abilene-Sweetwater, TX"
48435,"San Angelo, TX"
48437,"Amarillo, TX"
48439,"Dallas-Ft. Worth, TX"
48441,"Abilene-Sweetwater, TX"
48443,"Odessa-Midland, TX"
48445,"Lubbock, TX"
48447,"Wichita-Hutchinson, KS Plus"
48449,"Shreveport, LA"
48451,"San Angelo, TX"
48453,"Austin, TX"
48455,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48457,"Beaumont-Port Arthur, TX"
48459,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48461,"Odessa-Midland, TX"
48463,"San Antonio, TX"
48465,"San Antonio, TX"
48467,"Dallas-Ft. Worth, TX"
48469,"Victoria, TX"
48471,"Houston, TX"
48473,"Houston, TX"
48475,"Odessa-Midland, TX"
48477,"Houston, TX"
48479,"Laredo, TX"
48481,"Houston, TX"
48483,"Amarillo, TX"
48485,"Wichita-Hutchinson, KS Plus"
48487,"Wichita-Hutchinson, KS Plus"
48489,"Harlingen-Weslaco-Brownsville-McAllen, TX"
48491,"Austin, TX"
48493,"San Antonio, TX"
48495,"Odessa-Midland, TX"
48497,"Dallas-Ft. Worth, TX"
48499,"Tyler-Longview(Lufkin & Nacogdoches), TX"
48501,"Lubbock, TX"
48503,"Wichita-Hutchinson, KS Plus"
48505,"Laredo, TX"
48507,"San Antonio, TX"
49001,"Salt Lake City, UT"
49003,"Salt Lake City, UT"
49005,"Salt Lake City, UT"
49007,"Salt Lake City, UT"
49009,"Salt Lake City, UT"
49011,"Salt Lake City, UT"
49013,"Salt Lake City, UT"
49015,"Salt Lake City, UT"
49017,"Salt Lake City, UT"
49019,"Salt Lake City, UT"
49021,"Salt Lake City, UT"
49023,"Salt Lake City, UT"
49025,"Salt Lake City, UT"
49027,"Salt Lake City, UT"
49029,"Salt Lake City, UT"
49031,"Salt Lake City, UT"
49033,"Salt Lake City, UT"
49035,"Salt Lake City, UT"
49037,"Salt Lake City, UT"
49039,"Salt Lake City, UT"
49041,"Salt Lake City, UT"
49043,"Salt Lake City, UT"
49045,"Salt Lake City, UT"
49047,"Salt Lake City, UT"
49049,"Salt Lake City, UT"
49051,"Salt Lake City, UT"
49053,"Salt Lake City, UT"
49055,"Salt Lake City, UT"
49057,"Salt Lake City, UT"
50001,"Burlington, VT-Plattsburgh, NY"
50003,"Albany-Schenectady-Troy, NY"
50005,"Burlington, VT-Plattsburgh, NY"
50007,"Burlington, VT-Plattsburgh, NY"
50009,"Burlington, VT-Plattsburgh, NY"
50011,"Burlington, VT-Plattsburgh, NY"
50013,"Burlington, VT-Plattsburgh, NY"
50015,"Burlington, VT-Plattsburgh, NY"
50017,"Burlington, VT-Plattsburgh, NY"
50019,"Burlington, VT-Plattsburgh, NY"
50021,"Burlington, VT-Plattsburgh, NY"
50023,"Burlington, VT-Plattsburgh, NY"
50025,"Boston, MA (Manchester, NH)"
50027,"Burlington, VT-Plattsburgh, NY"
51001,"Norfolk-Portsmouth-Newport News, VA"
51003,"Charlottesville, VA"
51005,"Roanoke-Lynchburg, VA"
51007,"Richmond-Petersburg, VA"
51009,"Roanoke-Lynchburg, VA"
51011,"Roanoke-Lynchburg, VA"
51013,"Washington, DC (Hagerstown, MD)"
51015,"Harrisonburg, VA"
51017,"Roanoke-Lynchburg, VA"
51019,"Roanoke-Lynchburg, VA"
51021,"Bluefield-Beckley-Oak Hill, WV"
51023,"Roanoke-Lynchburg, VA"
51025,"Richmond-Petersburg, VA"
51027,"Tri-Cities, TN-VA"
51029,"Richmond-Petersburg, VA"
51031,"Roanoke-Lynchburg, VA"
51033,"Richmond-Petersburg, VA"
51035,"Roanoke-Lynchburg, VA"
51036,"Richmond-Petersburg, VA"
51037,"Roanoke-Lynchburg, VA"
51041,"Richmond-Petersburg, VA"
51043,"Washington, DC (Hagerstown, MD)"
51045,"Roanoke-Lynchburg, VA"
51047,"Washington, DC (Hagerstown, MD)"
51049,"Richmond-Petersburg, VA"
51051,"Tri-Cities, TN-VA"
51053,"Richmond-Petersburg, VA"
51057,"Richmond-Petersburg, VA"
51059,"Washington, DC (Hagerstown, MD)"
51061,"Washington, DC (Hagerstown, MD)"
51063,"Roanoke-Lynchburg, VA"
51065,"Richmond-Petersburg, VA"
51067,"Roanoke-Lynchburg, VA"
51069,"Washington, DC (Hagerstown, MD)"
51071,"Roanoke-Lynchburg, VA"
51073,"Norfolk-Portsmouth-Newport News, VA"
51075,"Richmond-Petersburg, VA"
51077,"Greensboro-High Point-Winston Salem, NC"
51079,"Charlottesville, VA"
51081,"Richmond-Petersburg, VA"
51083,"Roanoke-Lynchburg, VA"
51085,"Richmond-Petersburg, VA"
51087,"Richmond-Petersburg, VA"
51089,"Roanoke-Lynchburg, VA"
51091,"Roanoke-Lynchburg, VA"
51093,"Norfolk-Portsmouth-Newport News, VA"
51095,"Norfolk-Portsmouth-Newport News, VA"
51097,"Richmond-Petersburg, VA"
51099,"Washington, DC (Hagerstown, MD)"
51101,"Richmond-Petersburg, VA"
51103,"Richmond-Petersburg, VA"
51105,"Tri-Cities, TN-VA"
51107,"Washington, DC (Hagerstown, MD)"
51109,"Richmond-Petersburg, VA"
51111,"Richmond-Petersburg, VA"
51113,"Charlottesville, VA"
51115,"Norfolk-Portsmouth-Newport News, VA"
51117,"Raleigh-Durham (Fayetteville), NC"
51119,"Richmond-Petersburg, VA"
51121,"Roanoke-Lynchburg, VA"
51125,"Roanoke-Lynchburg, VA"
51127,"Richmond-Petersburg, VA"
51131,"Norfolk-Portsmouth-Newport News, VA"
51133,"Richmond-Petersburg, VA"
51135,"Richmond-Petersburg, VA"
51137,"Richmond-Petersburg, VA"
51139,"Washington, DC (Hagerstown, MD)"
51141,"Greensboro-High Point-Winston Salem, NC"
51143,"Roanoke-Lynchburg, VA"
51145,"Richmond-Petersburg, VA"
51147,"Richmond-Petersburg, VA"
51149,"Richmond-Petersburg, VA"
51153,"Washington, DC (Hagerstown, MD)"
51155,"Roanoke-Lynchburg, VA"
51157,"Washington, DC (Hagerstown, MD)"
51159,"Richmond-Petersburg, VA"
51161,"Roanoke-Lynchburg, VA"
51163,"Roanoke-Lynchburg, VA"
51165,"Harrisonburg, VA"
51167,"Tri-Cities, TN-VA"
51169,"Tri-Cities, TN-VA"
51171,"Washington, DC (Hagerstown, MD)"
51173,"Tri-Cities, TN-VA"
51175,"Norfolk-Portsmouth-Newport News, VA"
51177,"Washington, DC (Hagerstown, MD)"
51179,"Washington, DC (Hagerstown, MD)"
51181,"Norfolk-Portsmouth-Newport News, VA"
51183,"Richmond-Petersburg, VA"
51185,"Bluefield-Beckley-Oak Hill, WV"
51187,"Washington, DC (Hagerstown, MD)"
51191,"Tri-Cities, TN-VA"
51193,"Washington, DC (Hagerstown, MD)"
51195,"Tri-Cities, TN-VA"
51197,"Roanoke-Lynchburg, VA"
51199,"Norfolk-Portsmouth-Newport News, VA"
51510,"Washington, DC (Hagerstown, MD)"
51520,"Tri-Cities, TN-VA"
51530,"Roanoke-Lynchburg, VA"
51540,"Charlottesville, VA"
51550,"Norfolk-Portsmouth-Newport News, VA"
51570,"Richmond-Petersburg, VA"
51580,"Roanoke-Lynchburg, VA"
51590,"Roanoke-Lynchburg, VA"
51595,"Richmond-Petersburg, VA"
51600,"Washington, DC (Hagerstown, MD)"
51610,"Washington, DC (Hagerstown, MD)"
51620,"Norfolk-Portsmouth-Newport News, VA"
51630,"Washington, DC (Hagerstown, MD)"
51640,"Roanoke-Lynchburg, VA"
51650,"Norfolk-Portsmouth-Newport News, VA"
51660,"Harrisonburg, VA"
51670,"Richmond-Petersburg, VA"
51678,"Roanoke-Lynchburg, VA"
51680,"Roanoke-Lynchburg, VA"
51683,"Washington, DC (Hagerstown, MD)"
51685,"Washington, DC (Hagerstown, MD)"
51690,"Roanoke-Lynchburg, VA"
51700,"Norfolk-Portsmouth-Newport News, VA"
51710,"Norfolk-Portsmouth-Newport News, VA"
51720,"Tri-Cities, TN-VA"
51730,"Richmond-Petersburg, VA"
51735,"Norfolk-Portsmouth-Newport News, VA"
51740,"Norfolk-Portsmouth-Newport News, VA"
51750,"Roanoke-Lynchburg, VA"
51760,"Richmond-Petersburg, VA"
51770,"Roanoke-Lynchburg, VA"
51775,"Roanoke-Lynchburg, VA"
51790,"Richmond-Petersburg, VA"
51800,"Norfolk-Portsmouth-Newport News, VA"
51810,"Norfolk-Portsmouth-Newport News, VA"
51820,"Richmond-Petersburg, VA"
51830,"Norfolk-Portsmouth-Newport News, VA"
51840,"Washington, DC (Hagerstown, MD)"
53001,"Spokane, WA"
53003,"Spokane, WA"
53005,"Yakima-Pasco-Richland-Kennewick, WA"
53007,"Seattle-Tacoma, WA"
53009,"Seattle-Tacoma, WA"
53011,"Portland, OR"
53013,"Spokane, WA"
53015,"Portland, OR"
53017,"Seattle-Tacoma, WA"
53019,"Spokane, WA"
53021,"Yakima-Pasco-Richland-Kennewick, WA"
53023,"Spokane, WA"
53025,"Spokane, WA"
53027,"Seattle-Tacoma, WA"
53029,"Seattle-Tacoma, WA"
53031,"Seattle-Tacoma, WA"
53033,"Seattle-Tacoma, WA"
53035,"Seattle-Tacoma, WA"
53037,"Yakima-Pasco-Richland-Kennewick, WA"
53039,"Portland, OR"
53041,"Seattle-Tacoma, WA"
53043,"Spokane, WA"
53045,"Seattle-Tacoma, WA"
53047,"Spokane, WA"
53049,"Seattle-Tacoma, WA"
53051,"Spokane, WA"
53053,"Seattle-Tacoma, WA"
53055,"Seattle-Tacoma, WA"
53057,"Seattle-Tacoma, WA"
53059,"Portland, OR"
53061,"Seattle-Tacoma, WA"
53063,"Spokane, WA"
53065,"Spokane, WA"
53067,"Seattle-Tacoma, WA"
53069,"Portland, OR"
53071,"Yakima-Pasco-Richland-Kennewick, WA"
53073,"Seattle-Tacoma, WA"
53075,"Spokane, WA"
53077,"Yakima-Pasco-Richland-Kennewick, WA"
54001,"Clarksburg-Weston, WV"
54003,"Washington, DC (Hagerstown, MD)"
54005,"Charleston-Huntington, WV"
54007,"Charleston-Huntington, WV"
54009,"Wheeling, WV-Steubenville, OH"
54011,"Charleston-Huntington, WV"
54013,"Charleston-Huntington, WV"
54015,"Charleston-Huntington, WV"
54017,"Clarksburg-Weston, WV"
54019,"Bluefield-Beckley-Oak Hill, WV"
54021,"Clarksburg-Weston, WV"
54023,"Washington, DC (Hagerstown, MD)"
54025,"Bluefield-Beckley-Oak Hill, WV"
54027,"Washington, DC (Hagerstown, MD)"
54029,"Wheeling, WV-Steubenville, OH"
54031,"Washington, DC (Hagerstown, MD)"
54033,"Clarksburg-Weston, WV"
54035,"Charleston-Huntington, WV"
54037,"Washington, DC (Hagerstown, MD)"
54039,"Charleston-Huntington, WV"
54041,"Clarksburg-Weston, WV"
54043,"Charleston-Huntington, WV"
54045,"Charleston-Huntington, WV"
54047,"Bluefield-Beckley-Oak Hill, WV"
54049,"Clarksburg-Weston, WV"
54051,"Wheeling, WV-Steubenville, OH"
54053,"Charleston-Huntington, WV"
54055,"Bluefield-Beckley-Oak Hill, WV"
54057,"Washington, DC (Hagerstown, MD)"
54059,"Charleston-Huntington, WV"
54061,"Pittsburgh, PA"
54063,"Bluefield-Beckley-Oak Hill, WV"
54065,"Washington, DC (Hagerstown, MD)"
54067,"Charleston-Huntington, WV"
54069,"Wheeling, WV-Steubenville, OH"
54071,"Harrisonburg, VA"
54073,"Parkersburg, WV"
54075,"Roanoke-Lynchburg, VA"
54077,"Pittsburgh, PA"
54079,"Charleston-Huntington, WV"
54081,"Bluefield-Beckley-Oak Hill, WV"
54083,"Clarksburg-Weston, WV"
54085,"Clarksburg-Weston, WV"
54087,"Charleston-Huntington, WV"
54089,"Bluefield-Beckley-Oak Hill, WV"
54091,"Clarksburg-Weston, WV"
54093,"Clarksburg-Weston, WV"
54095,"Wheeling, WV-Steubenville, OH"
54097,"Clarksburg-Weston, WV"
54099,"Charleston-Huntington, WV"
54101,"Clarksburg-Weston, WV"
54103,"Wheeling, WV-Steubenville, OH"
54105,"Charleston-Huntington, WV"
54107,"Parkersburg, WV"
54109,"Bluefield-Beckley-Oak Hill, WV"
55001,"Wausau-Rhinelander, WI"
55003,"Duluth, MN-Superior, WI"
55005,"Minneapolis-St. Paul, MN"
55007,"Duluth, MN-Superior, WI"
55009,"Green Bay-Appleton, WI"
55011,"La Crosse-Eau Claire, WI"
55013,"Minneapolis-St. Paul, MN"
55015,"Green Bay-Appleton, WI"
55017,"La Crosse-Eau Claire, WI"
